No.,Date,Year,Location,Name,Species,Diameter (mm),Notes (injury)
799,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,290,
800,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,330,
801,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,200,
802,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,380,E
803,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,380,D
804,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,360,
805,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,360,
806,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,450,
807,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,370,
808,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,320,
809,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,220,
810,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,340,
811,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,470,
812,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,440,
813,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,400,
814,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,440,
815,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,590,D
816,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,520,D
817,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,290,
818,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,410,
819,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,460,
820,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,400,
821,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,500,
822,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,450,
823,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,410,
824,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,580,E
825,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,420,
826,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,440,
827,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,520,
828,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,520,
829,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,400,
830,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,490,
831,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,400,
832,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,510,
833,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,380,
834,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,320,
835,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,360,
836,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,290,
837,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,280,
838,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,410,
839,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,340,
840,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,500,
841,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,280,
842,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,300,
843,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,510,
844,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,380,
845,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,320,
846,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,410,
847,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,600,
848,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,420,
849,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,490,
850,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,460,
851,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,550,
852,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,510,
853,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,300,
854,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,320,
855,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,470,
856,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,430,
857,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,410,
858,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,420,
859,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,280,
860,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,380,
861,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,430,
862,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,380,
863,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,520,
864,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,380,
865,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,430,
866,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,320,
867,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,410,
868,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,270,
869,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,360,
870,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,460,E
871,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Acropora cf. nasuta,350,
872,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,230,B
873,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,440,D
874,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,450,
875,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,340,P
876,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,380,P
877,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,470,P
878,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,600,
879,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,130,
880,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,460,
881,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,470,
882,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,330,
883,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,430,
884,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,540,P
885,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,340,
886,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,240,
887,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,130,
888,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,250,
889,Jun-24,2024,Mermaid Mooring - Lizard,Hannah-Marie and Katrina,Pocillopora cf. meandrina,210,
